xe1xe2-0111 umb1-pdb pXe1 160.41 60.50
xe1xe2-0111 umb2-pdb pXe1 155.50 61.34
xe1xe2-0111 umb3-pdb pXe1 164.98 66.59
xe1xe2-0111 umb4-pdb pXe1 121.29 61.70
xe1xe2-0111 umb5-pdb pXe1 195.12 53.55
xe1xe2-0111 umb6-pdb pXe1 167.07 62.74
xe1xe2-0111 umb7-pdb pXe1 89.72 44.61
xe1xe2-0111 umb8-pdb pXe1 99.90 45.64
xe1xe2-0111 umb9-pdb pXe1 69.92 31.84
xe1xe2-0111 umb10-pdb pXe1 83.73 36.47
xe1xe2-0111 umb11-pdb pXe1 86.30 40.91
xe1xe2-0111 umb12-pdb pXe1 65.53 30.43
xe1xe2-0111 umb13-pdb pXe1 68.81 28.83
xe1xe2-0111 umb14-pdb pXe1 113.63 38.98
xe1xe2-0111 umb15-pdb pXe1 82.65 39.77
xe1xe2-0111 umb16-pdb pXe1 80.82 28.75
xe1xe2-0111 umb17-pdb pXe1 165.51 44.92
xe1xe2-0111 umb18-pdb pXe1 96.52 43.26
xe1xe2-0111 umb19-pdb pXe1 83.35 35.02
xe1xe2-0111 umb20-pdb pXe1 81.05 43.20
xe1xe2-0111 umb21-pdb pXe1 164.32 34.35
xe1xe2-0111 umb22-pdb pXe1 151.71 28.24
xe1xe2-0111 umb23-pdb pXe1 161.35 35.31
xe1xe2-0111 umb24-pdb pXe1 153.97 30.09
xe1xe2-0111 umb25-pdb pXe1 169.79 30.18
xe1xe2-0111 umb26-pdb pXe1 148.44 27.31
xe1xe2-0111 umb27-pdb pXe1 173.32 58.61
xe1xe2-0111 umb28-pdb pXe1 148.27 39.62
xe1xe2-0111 umb29-pdb pXe1 112.32 39.16
xe1xe2-0111 umb30-pdb pXe1 133.11 39.18
xe1xe2-0111 umb31-pdb pXe1 120.67 39.99
xe1xe2-0111 umb32-pdb pXe1 132.24 39.59
xe1xe2-0111 umb33-pdb pXe1 113.34 38.68
xe1xe2-0111 umb34-pdb pXe1 127.66 43.41
xe1xe2-0111 umb35-pdb pXe1 135.35 41.68
xe1xe2-0111 umb36-pdb pXe1 136.28 43.86
xe1xe2-0111 umb37-pdb pXe1 154.73 36.30
xe1xe2-0111 umb38-pdb pXe1 139.31 50.99
xe1xe2-0111 umb39-pdb pXe1 138.08 39.02
xe1xe2-0111 umb40-pdb pXe1 135.00 40.77
