xe1xe2-0111 umb1-pdb pXe4 182.30 40.21
xe1xe2-0111 umb2-pdb pXe4 210.05 36.20
xe1xe2-0111 umb3-pdb pXe4 227.76 49.25
xe1xe2-0111 umb4-pdb pXe4 224.41 44.95
xe1xe2-0111 umb5-pdb pXe4 211.29 33.06
xe1xe2-0111 umb6-pdb pXe4 155.96 46.49
xe1xe2-0111 umb7-pdb pXe4 187.14 42.77
xe1xe2-0111 umb8-pdb pXe4 129.40 25.99
xe1xe2-0111 umb9-pdb pXe4 196.76 43.84
xe1xe2-0111 umb10-pdb pXe4 209.86 38.27
xe1xe2-0111 umb11-pdb pXe4 208.13 33.80
xe1xe2-0111 umb12-pdb pXe4 188.46 27.81
xe1xe2-0111 umb13-pdb pXe4 195.76 37.59
xe1xe2-0111 umb14-pdb pXe4 202.45 39.55
xe1xe2-0111 umb15-pdb pXe4 182.87 32.56
xe1xe2-0111 umb16-pdb pXe4 184.71 30.55
xe1xe2-0111 umb17-pdb pXe4 208.51 41.18
xe1xe2-0111 umb18-pdb pXe4 190.10 30.57
xe1xe2-0111 umb19-pdb pXe4 206.49 32.72
xe1xe2-0111 umb20-pdb pXe4 201.50 29.08
xe1xe2-0111 umb21-pdb pXe4 217.29 31.15
xe1xe2-0111 umb22-pdb pXe4 220.95 37.39
xe1xe2-0111 umb23-pdb pXe4 215.83 30.64
xe1xe2-0111 umb24-pdb pXe4 193.48 28.46
xe1xe2-0111 umb25-pdb pXe4 220.19 31.67
xe1xe2-0111 umb26-pdb pXe4 213.59 39.61
xe1xe2-0111 umb27-pdb pXe4 213.16 34.22
xe1xe2-0111 umb28-pdb pXe4 234.85 37.77
xe1xe2-0111 umb29-pdb pXe4 212.37 31.22
xe1xe2-0111 umb30-pdb pXe4 209.28 36.17
xe1xe2-0111 umb31-pdb pXe4 198.88 34.53
xe1xe2-0111 umb32-pdb pXe4 196.49 32.83
xe1xe2-0111 umb33-pdb pXe4 214.65 40.61
xe1xe2-0111 umb34-pdb pXe4 207.23 28.41
xe1xe2-0111 umb35-pdb pXe4 206.64 45.82
xe1xe2-0111 umb36-pdb pXe4 200.42 38.18
xe1xe2-0111 umb37-pdb pXe4 215.84 33.58
xe1xe2-0111 umb38-pdb pXe4 202.00 43.38
xe1xe2-0111 umb39-pdb pXe4 223.16 32.93
xe1xe2-0111 umb40-pdb pXe4 224.42 33.21
