1 276.56 61.27
2 250.78 61.50
3 246.77 45.37
4 290.19 61.17
5 276.02 42.86
6 306.46 53.59
7 256.24 45.54
8 245.88 53.27
9 230.56 50.42
10 241.62 50.17
11 240.99 50.25
12 292.16 60.37
13 272.21 60.69
14 336.87 56.99
15 313.66 62.95
16 273.22 59.75
17 268.89 63.73
18 343.43 71.98
19 267.04 68.23
20 268.88 69.34
21 247.16 40.74
22 260.89 32.77
23 274.37 55.13
24 271.04 40.84
25 286.05 47.41
26 258.05 45.23
27 284.76 62.75
28 310.39 55.37
29 276.29 49.01
30 221.49 45.11
31 246.97 45.90
32 275.71 46.96
33 274.54 45.04
34 298.31 51.79
35 299.78 57.80
36 289.14 64.61
37 252.92 62.02
38 253.68 57.86
39 297.06 59.27
40 248.32 56.10
