xe1xe2-0111 umb1-pdb pXe2 356.98 45.87
xe1xe2-0111 umb2-pdb pXe2 373.26 53.98
xe1xe2-0111 umb3-pdb pXe2 355.44 52.20
xe1xe2-0111 umb4-pdb pXe2 322.98 61.41
xe1xe2-0111 umb5-pdb pXe2 378.10 77.05
xe1xe2-0111 umb6-pdb pXe2 370.49 63.34
xe1xe2-0111 umb7-pdb pXe2 311.15 83.29
xe1xe2-0111 umb8-pdb pXe2 313.10 44.51
xe1xe2-0111 umb9-pdb pXe2 261.39 74.82
xe1xe2-0111 umb10-pdb pXe2 293.20 63.43
xe1xe2-0111 umb11-pdb pXe2 273.78 51.53
xe1xe2-0111 umb12-pdb pXe2 268.36 72.93
xe1xe2-0111 umb13-pdb pXe2 275.58 80.72
xe1xe2-0111 umb14-pdb pXe2 337.52 51.92
xe1xe2-0111 umb15-pdb pXe2 297.45 67.64
xe1xe2-0111 umb16-pdb pXe2 318.46 56.14
xe1xe2-0111 umb17-pdb pXe2 253.70 67.73
xe1xe2-0111 umb18-pdb pXe2 231.86 43.67
xe1xe2-0111 umb19-pdb pXe2 220.35 46.50
xe1xe2-0111 umb20-pdb pXe2 204.32 62.17
xe1xe2-0111 umb21-pdb pXe2 276.76 54.78
xe1xe2-0111 umb22-pdb pXe2 217.61 53.33
xe1xe2-0111 umb23-pdb pXe2 243.68 57.06
xe1xe2-0111 umb24-pdb pXe2 231.72 46.77
xe1xe2-0111 umb25-pdb pXe2 221.39 61.09
xe1xe2-0111 umb26-pdb pXe2 298.85 61.72
xe1xe2-0111 umb27-pdb pXe2 196.67 56.08
xe1xe2-0111 umb28-pdb pXe2 220.24 40.14
xe1xe2-0111 umb29-pdb pXe2 198.55 46.57
xe1xe2-0111 umb30-pdb pXe2 210.15 30.02
xe1xe2-0111 umb31-pdb pXe2 194.73 40.49
xe1xe2-0111 umb32-pdb pXe2 184.51 44.87
xe1xe2-0111 umb33-pdb pXe2 173.44 46.32
xe1xe2-0111 umb34-pdb pXe2 214.81 39.95
xe1xe2-0111 umb35-pdb pXe2 193.02 50.80
xe1xe2-0111 umb36-pdb pXe2 210.73 51.57
xe1xe2-0111 umb37-pdb pXe2 215.77 57.43
xe1xe2-0111 umb38-pdb pXe2 180.51 42.43
xe1xe2-0111 umb39-pdb pXe2 215.11 40.94
xe1xe2-0111 umb40-pdb pXe2 196.76 41.33
